ba,region,year,days,hours,peak_hour_pct_error_mean,peak_hour_abs_pct_error_mean,worst_under_forecast_pct,p99_under_forecast_pct,under_forecast_day_share,mean_demand_mw,imputed_share,hours_implausible,mape,bias_pct,rmse_mw
HST,FLA,2021,365,8758,0.024165,0.064168,-0.234375,-0.197490,0.328767,68.107379,0.000000,0,0.079585,0.059441,7.318809
HST,FLA,2022,365,8756,0.013493,0.057883,-0.322581,-0.177011,0.413699,71.079813,0.000000,1,0.069118,0.037638,6.903234
HST,FLA,2023,365,8760,0.004387,0.059737,-0.263158,-0.158086,0.501370,72.248733,0.000000,0,0.068252,0.033464,7.137703
HST,FLA,2024,365,8758,0.006438,0.059577,-0.255102,-0.158519,0.468493,73.100494,0.000000,0,0.066647,0.029415,7.186303
HST,FLA,2025,363,8709,-0.007713,0.060567,-0.469388,-0.225178,0.501377,73.551939,0.000000,1,0.064616,0.020555,7.049674
HST,FLA,2026,251,6022,-0.014451,0.058309,-0.500000,-0.212465,0.577689,76.306989,0.000000,1,0.065606,0.024946,7.147146
IID,CAL,2015,179,4280,0.146375,0.149116,-0.051322,-0.035832,0.055866,383.366853,0.000000,15,0.247245,0.245864,94.100019
IID,CAL,2016,359,8614,0.003722,0.068587,-0.225806,-0.210721,0.540390,417.378714,0.000000,0,0.064593,0.016927,37.472259
IID,CAL,2017,360,8638,-0.009159,0.066392,-0.307317,-0.268544,0.558333,428.824537,0.000000,1,0.061566,0.003566,40.133060
IID,CAL,2018,348,8341,-0.005709,0.057423,-0.470886,-0.384063,0.531609,422.853913,0.000000,11,0.065972,0.026168,34.529803
IID,CAL,2019,359,8614,-0.016203,0.033505,-0.135593,-0.120588,0.671309,417.874418,0.000000,0,0.032594,-0.003390,19.821335
IID,CAL,2020,363,8711,-0.005902,0.033844,-0.120773,-0.105429,0.586777,435.036641,0.000000,0,0.034072,0.001088,23.642996
IID,CAL,2021,364,8735,-0.009804,0.035545,-0.141573,-0.111801,0.582418,437.329791,0.000000,0,0.032065,0.001885,22.611082
IID,CAL,2022,364,8735,-0.009022,0.034404,-0.158986,-0.110630,0.629121,450.070026,0.000000,0,0.032110,-0.001633,23.559257
IID,CAL,2023,361,8663,-0.006575,0.032220,-0.212302,-0.122764,0.551247,429.963210,0.000000,0,0.032995,0.005067,24.568360
IID,CAL,2024,355,8517,-0.001642,0.029859,-0.166316,-0.121011,0.470423,453.295305,0.000000,0,0.032072,0.006109,21.071631
IID,CAL,2025,354,8492,-0.007026,0.038231,-0.186486,-0.129737,0.579096,432.760774,0.000000,0,0.034655,0.004222,24.188248
IID,CAL,2026,249,5974,0.001305,0.034401,-0.173077,-0.110005,0.506024,487.541383,0.000000,0,0.032615,0.006390,24.944005
IPCO,NW,2015,184,4414,-0.000715,0.038424,-0.366892,-0.146342,0.494565,1984.095109,0.000000,2,0.037340,0.016962,105.368295
IPCO,NW,2016,364,8734,0.008791,0.035307,-0.202298,-0.119608,0.414835,1924.374796,0.000000,1,0.035132,0.017863,104.848218
IPCO,NW,2017,362,8686,0.028080,0.048668,-0.244337,-0.126812,0.270718,1915.235727,0.000000,2,0.074495,0.066716,188.456898
IPCO,NW,2018,365,8758,0.023545,0.035912,-0.283651,-0.121516,0.194521,1934.543827,0.000000,0,0.059622,0.055924,146.310334
IPCO,NW,2019,365,8760,0.026868,0.032829,-0.083889,-0.046366,0.145205,1938.757364,0.000000,0,0.048987,0.040961,121.900613
IPCO,NW,2020,366,8784,0.023778,0.029429,-0.101720,-0.049292,0.142077,1983.638258,0.000000,0,0.041114,0.037542,96.741471
IPCO,NW,2021,365,8760,0.008654,0.022375,-0.082078,-0.054001,0.372603,2074.098271,0.000000,0,0.027230,0.019489,74.918699
IPCO,NW,2022,365,8760,0.006893,0.019238,-0.074977,-0.060369,0.328767,2148.085304,0.000000,0,0.022491,0.015187,59.285406
IPCO,NW,2023,365,8760,0.010408,0.021451,-0.066163,-0.052555,0.326027,2087.272408,0.000000,0,0.028286,0.022615,72.903241
IPCO,NW,2024,366,8784,-0.007492,0.024764,-0.214135,-0.142195,0.554645,2135.967809,0.000000,0,0.027374,0.008579,77.218826
IPCO,NW,2025,365,8760,-0.024513,0.051197,-0.356338,-0.275094,0.632877,2160.716526,0.000000,0,0.050149,-0.000392,158.055627
IPCO,NW,2026,252,6047,-0.043873,0.062327,-0.333981,-0.281813,0.706349,2320.288877,0.000000,0,0.056931,-0.027406,181.314534
ISNE,NE,2015,184,4417,0.000698,0.015219,-0.078834,-0.057950,0.451087,14700.997147,0.000000,0,0.029183,-0.017515,551.248334
ISNE,NE,2016,366,8781,0.003105,0.015874,-0.095324,-0.054277,0.445355,14294.548030,0.000000,0,0.029214,-0.016563,540.511241
ISNE,NE,2017,365,8760,0.000605,0.015896,-0.052176,-0.050080,0.490411,13900.055564,0.000000,0,0.028528,-0.015098,503.818912
ISNE,NE,2018,365,8760,0.003869,0.014581,-0.088779,-0.048178,0.400000,14076.063756,0.000000,0,0.025620,-0.015016,478.810285
ISNE,NE,2019,365,8760,0.000914,0.012901,-0.061268,-0.036262,0.484932,13503.083425,0.000000,0,0.024249,-0.015972,436.821173
ISNE,NE,2020,366,8784,-0.000588,0.014379,-0.051681,-0.045799,0.516393,13160.946893,0.000000,0,0.023978,-0.014906,408.241598
ISNE,NE,2021,365,8760,0.000931,0.013216,-0.069557,-0.043022,0.452055,13369.602673,0.000000,0,0.023543,-0.015826,413.209227
ISNE,NE,2022,365,8760,0.009316,0.015789,-0.053498,-0.036158,0.282192,13347.715360,0.000000,0,0.023657,-0.012220,420.116977
ISNE,NE,2023,365,8760,0.008366,0.015708,-0.054195,-0.032429,0.304110,12785.792718,0.000000,0,0.024035,-0.012715,412.480927
ISNE,NE,2024,366,8784,0.001579,0.012005,-0.050108,-0.038548,0.431694,13026.960187,0.000000,0,0.027682,-0.020210,471.634656
ISNE,NE,2025,365,8758,0.001723,0.011018,-0.043233,-0.034272,0.463014,13159.647966,0.000000,0,0.025221,-0.018937,420.823296
ISNE,NE,2026,252,6047,0.001213,0.012128,-0.047834,-0.036512,0.416667,13661.869989,0.000000,0,0.031778,-0.026475,553.647783
JEA,FLA,2016,2,49,0.033777,0.033777,0.009979,0.010455,0.000000,1123.551667,0.000000,0,0.085907,0.085729,103.969285
JEA,FLA,2017,216,5184,-0.009063,0.052491,-0.328194,-0.205769,0.546296,1611.709655,0.000000,0,0.069683,0.041997,150.607052
JEA,FLA,2018,360,8639,-0.000089,0.046255,-0.324843,-0.174251,0.475000,1505.040076,0.000000,0,0.059184,0.045114,115.844534
JEA,FLA,2019,295,7080,0.007291,0.039886,-0.143009,-0.105835,0.447458,1546.688559,0.000000,0,0.060334,0.049524,120.719737
JEA,FLA,2020,312,7488,-0.002183,0.044088,-0.143164,-0.127425,0.503205,1514.243590,0.000000,0,0.054774,0.038477,107.455679
JEA,FLA,2021,361,8664,-0.004703,0.043752,-0.384477,-0.148482,0.526316,1476.933073,0.000000,0,0.049454,0.034778,94.380501
JEA,FLA,2022,365,8760,-0.004800,0.039182,-0.186768,-0.139678,0.526027,1519.103707,0.000000,0,0.049218,0.033654,100.097221
JEA,FLA,2023,365,8759,0.000826,0.035377,-0.477913,-0.114087,0.476712,1499.999752,0.000000,1,0.047025,0.037028,94.447225
JEA,FLA,2024,353,8471,0.001646,0.036466,-0.134302,-0.097976,0.475921,1561.361985,0.000000,0,0.048804,0.035381,97.464588
JEA,FLA,2025,365,8759,-0.001292,0.038028,-0.487445,-0.145087,0.473973,1578.089054,0.000000,1,0.046837,0.032919,100.061490
JEA,FLA,2026,252,6047,-0.008916,0.035018,-0.136105,-0.104728,0.547619,1652.650434,0.000000,0,0.045562,0.032561,102.075947
LDWP,CAL,2015,183,4386,0.003905,0.045509,-0.234879,-0.140712,0.448087,3532.477023,0.000000,0,0.047245,-0.001503,240.536793
LDWP,CAL,2016,365,8754,-0.006048,0.038110,-0.187363,-0.128599,0.523288,3256.594327,0.000000,0,0.042079,-0.000156,191.150717
LDWP,CAL,2017,364,8734,-0.027820,0.050086,-0.177882,-0.163662,0.741758,3295.926884,0.000000,0,0.047393,-0.019889,217.097557
LDWP,CAL,2018,349,8375,-0.047158,0.056417,-0.229645,-0.219218,0.856734,3193.552375,0.000000,0,0.055040,-0.036128,244.618754
LDWP,CAL,2019,362,8686,-0.067946,0.072543,-0.252449,-0.246744,0.886740,3066.779550,0.000000,0,0.069747,-0.061070,276.539922
LDWP,CAL,2020,364,8736,-0.055666,0.077696,-0.355100,-0.217605,0.835165,3014.118132,0.000000,0,0.081821,-0.055841,309.486037
LDWP,CAL,2021,359,8615,-0.131422,0.139061,-0.382244,-0.349630,0.913649,2931.100019,0.000000,1,0.123763,-0.108418,449.163836
LDWP,CAL,2022,364,8732,-0.111941,0.123202,-0.338297,-0.321041,0.865385,2956.142424,0.000000,2,0.106382,-0.086536,403.376090
LDWP,CAL,2023,361,8658,-0.074303,0.094398,-0.349187,-0.271055,0.811634,2674.827025,0.000000,0,0.065184,-0.026163,237.290359
LDWP,CAL,2024,360,8632,-0.055772,0.097186,-0.265737,-0.248154,0.780556,2613.546553,0.000000,6,0.083857,0.007626,298.883948
LDWP,CAL,2025,361,8659,-0.113301,0.120406,-0.318933,-0.267522,0.930748,2825.879197,0.000000,3,0.100884,-0.081449,347.243907
LDWP,CAL,2026,245,5876,-0.112544,0.115578,-0.396725,-0.297172,0.955102,2974.400000,0.000000,2,0.103126,-0.093637,356.485330
LGEE,MIDW,2015,182,4368,0.055865,0.146602,-0.229038,-0.226285,0.439560,4058.847527,0.000000,0,0.153030,0.083423,753.360131
LGEE,MIDW,2016,365,8760,-0.014637,0.047921,-0.376710,-0.288791,0.586301,4148.456963,0.000000,0,0.048397,0.005804,365.211693
LGEE,MIDW,2017,365,8760,-0.006765,0.032363,-0.168372,-0.101220,0.591781,4007.507763,0.000000,0,0.030674,0.006770,172.361645
LGEE,MIDW,2018,364,8736,-0.010520,0.039966,-0.206089,-0.141092,0.587912,4211.143887,0.000000,0,0.040254,0.003641,255.044823
LGEE,MIDW,2019,363,8710,0.028896,0.044148,-0.118757,-0.091464,0.264463,4152.125918,0.000000,1,0.050277,0.038873,252.214352
LGEE,MIDW,2020,363,8711,0.025971,0.039491,-0.104151,-0.070982,0.269972,3487.562098,0.000000,0,0.046833,0.039249,215.598116
LGEE,MIDW,2021,356,8543,-0.069965,0.080216,-0.352051,-0.344240,0.845506,2133.627575,0.000000,0,0.064769,-0.045791,460.233670
LGEE,MIDW,2022,365,8760,-0.074805,0.083297,-0.303880,-0.222728,0.950685,4297.005251,0.000000,0,0.072045,-0.059665,383.089702
LGEE,MIDW,2023,365,8760,-0.088920,0.092037,-0.196454,-0.169029,0.972603,4123.707078,0.000000,0,0.080040,-0.076021,365.246496
LGEE,MIDW,2024,366,8784,-0.088732,0.089247,-0.182662,-0.169817,0.986339,4288.982696,0.000000,0,0.078332,-0.076348,370.881894
LGEE,MIDW,2025,365,8759,-0.087341,0.087483,-0.171171,-0.159215,0.997260,4423.076256,0.000000,1,0.077270,-0.076567,377.416047
LGEE,MIDW,2026,251,6024,-0.089558,0.091005,-0.176931,-0.157639,0.988048,4555.083001,0.000000,0,0.082702,-0.081695,405.782343
MISO,MIDW,2015,184,4416,0.017323,0.025858,-0.050286,-0.044657,0.260870,75995.297554,0.000000,0,0.027394,0.021920,2394.916389
MISO,MIDW,2016,365,8758,0.028812,0.030136,-0.030422,-0.014417,0.082192,74265.729224,0.000000,0,0.031340,0.030198,2752.346518
MISO,MIDW,2017,365,8748,0.013642,0.019590,-0.051309,-0.042605,0.221918,73756.116581,0.000000,0,0.021700,0.017290,1987.816824
MISO,MIDW,2018,365,8759,0.020482,0.026418,-0.062630,-0.051955,0.189041,76261.022141,0.000000,0,0.026180,0.021072,2444.687435
MISO,MIDW,2019,365,8754,0.030494,0.031132,-0.021918,-0.009960,0.038356,74148.592749,0.000000,0,0.032239,0.031180,2798.756378
MISO,MIDW,2020,365,8760,0.031232,0.033614,-0.066954,-0.023561,0.071233,71048.195434,0.000000,0,0.031752,0.027352,2855.229518
MISO,MIDW,2021,364,8734,0.018752,0.023034,-0.046955,-0.034843,0.197802,73324.852987,0.000000,0,0.023038,0.017439,2305.754191
MISO,MIDW,2022,365,8757,0.025136,0.028069,-0.044503,-0.027793,0.131507,74560.389913,0.000000,0,0.029633,0.026124,2792.796536
MISO,MIDW,2023,365,8760,0.026194,0.027881,-0.030221,-0.017773,0.101370,73172.155479,0.000000,0,0.029783,0.028397,2674.433792
MISO,MIDW,2024,364,8736,0.016762,0.024291,-0.065394,-0.042570,0.230769,73561.033539,0.000000,0,0.027731,0.022453,2459.258459
MISO,MIDW,2025,364,8736,0.017643,0.021943,-0.047460,-0.031393,0.170330,75706.840659,0.000000,0,0.023800,0.019943,2209.310864
MISO,MIDW,2026,250,5995,0.022130,0.025627,-0.062312,-0.040111,0.132000,79079.391843,0.000000,0,0.026578,0.024248,2613.089329
NEVP,NW,2015,149,3577,0.007437,0.024449,-0.083257,-0.065652,0.429530,4395.111096,0.000000,0,0.027455,0.012910,200.291324
NEVP,NW,2016,365,8761,0.005677,0.030428,-0.249392,-0.071023,0.419178,4150.308416,0.000000,0,0.030648,0.015999,179.300988
NEVP,NW,2017,364,8737,-0.028702,0.033978,-0.126838,-0.101727,0.865385,4217.405325,0.000000,0,0.031018,-0.022752,196.103257
NEVP,NW,2018,362,8689,-0.041376,0.045690,-0.176130,-0.122410,0.917127,4323.556814,0.000000,0,0.040629,-0.034255,252.363594
NEVP,NW,2019,363,8713,-0.030670,0.036764,-0.247059,-0.129806,0.837466,4257.943871,0.000000,0,0.033863,-0.022531,200.375903
NEVP,NW,2020,365,8761,-0.011767,0.027713,-0.160266,-0.082904,0.673973,4287.412945,0.000000,0,0.028000,-0.004161,191.368093
NEVP,NW,2021,364,8736,-0.013583,0.034007,-0.173561,-0.119070,0.618132,4423.366758,0.000000,0,0.032487,-0.006172,225.955029
NEVP,NW,2022,365,8760,-0.037972,0.048153,-0.277984,-0.167151,0.797260,4509.945225,0.000000,0,0.049481,-0.036789,300.035444
NEVP,NW,2023,365,8760,-0.046131,0.052707,-0.385813,-0.166969,0.915068,4397.220203,0.000000,0,0.048022,-0.040561,278.788268
NEVP,NW,2024,366,8782,-0.071331,0.077103,-0.245125,-0.227099,0.926230,4683.780007,0.000000,2,0.067592,-0.056531,433.624245
NEVP,NW,2025,363,8687,-0.061559,0.063869,-0.242457,-0.222797,0.942149,4642.342350,0.000000,8,0.072859,-0.068080,425.394713
NEVP,NW,2026,249,5959,-0.059037,0.064819,-0.440309,-0.248423,0.855422,5181.126884,0.000000,5,0.083195,-0.076157,535.517882
NSB,FLA,2015,177,4248,-0.034044,0.082742,-0.295455,-0.290690,0.593220,50.140301,0.000000,0,0.076153,0.007325,5.749560
NSB,FLA,2016,351,8417,-0.027879,0.085890,-0.403226,-0.340455,0.612536,49.767127,0.000000,5,0.076709,0.006571,5.719628
NSB,FLA,2017,348,8341,-0.036104,0.082585,-0.452055,-0.340445,0.580460,49.658457,0.000000,10,0.078463,0.005542,5.847377
NSB,FLA,2018,266,6380,-0.038244,0.102624,-0.464789,-0.359823,0.654135,47.538268,0.000000,3,0.089535,0.007253,6.428922
NSB,FLA,2019,336,8051,-0.039646,0.087761,-0.486842,-0.373276,0.636905,52.033984,0.000000,6,0.080809,0.006578,6.114412
NSB,FLA,2020,4,96,-0.135922,0.135922,-0.246154,-0.243214,1.000000,44.770833,0.000000,0,0.102793,-0.021508,6.430721
NWMT,NW,2015,184,4417,-0.032252,0.046359,-0.159973,-0.129682,0.804348,1280.714918,0.000000,0,0.038980,-0.025153,64.071905
NWMT,NW,2016,366,8784,-0.024570,0.039069,-0.135115,-0.122542,0.734973,1258.538278,0.000000,0,0.036645,-0.013790,59.924963
NWMT,NW,2017,365,8759,-0.027252,0.041598,-0.436284,-0.130399,0.742466,1303.836303,0.000000,0,0.036520,-0.016293,61.982868
NWMT,NW,2018,363,8708,-0.027148,0.040294,-0.208483,-0.126409,0.757576,1332.743175,0.000000,0,0.034752,-0.014978,59.857026
NWMT,NW,2019,360,8635,-0.033968,0.040742,-0.149178,-0.119005,0.844444,1440.902792,0.000000,1,0.035895,-0.021472,65.594294
NWMT,NW,2020,355,8514,-0.020016,0.033085,-0.139951,-0.116325,0.738028,1316.381536,0.000000,1,0.031679,-0.004489,54.524912
NWMT,NW,2021,353,8464,-0.028300,0.040138,-0.498834,-0.458257,0.708215,1340.645596,0.000000,7,0.035242,-0.014089,103.636357
NWMT,NW,2022,365,8760,-0.004485,0.033858,-0.110632,-0.088555,0.652055,1355.317982,0.000000,0,0.040267,0.013827,92.346566
NWMT,NW,2023,365,8759,-0.006549,0.020855,-0.082136,-0.064629,0.624658,1363.516377,0.000000,0,0.021974,0.004536,46.044850
NWMT,NW,2024,366,8777,-0.013256,0.022168,-0.478463,-0.094065,0.724044,1386.565062,0.000119,6,0.017804,-0.000329,38.478715
NWMT,NW,2025,365,8752,-0.016615,0.025205,-0.398230,-0.148672,0.701370,1367.144393,0.000000,8,0.019974,0.000445,46.842538
NWMT,NW,2026,252,6044,-0.014839,0.029034,-0.196943,-0.108318,0.642857,1340.777512,0.000000,1,0.027212,0.001855,55.071568
NYIS,NY,2015,183,4392,-0.026813,0.030889,-0.089614,-0.081646,0.852459,18660.986029,0.000000,0,0.028491,-0.022594,677.975017
NYIS,NY,2016,365,8760,-0.023740,0.030210,-0.125425,-0.096192,0.830137,18309.788686,0.000000,0,0.030743,-0.024077,735.089671
NYIS,NY,2017,365,8758,-0.035868,0.037030,-0.118576,-0.099590,0.956164,17846.038532,0.000000,0,0.032661,-0.029631,721.247239
NYIS,NY,2018,364,8736,-0.034543,0.037288,-0.137563,-0.099445,0.936813,18393.504785,0.000000,0,0.035608,-0.031627,792.728298
NYIS,NY,2019,362,8687,-0.024197,0.027522,-0.118324,-0.074345,0.900552,17772.887161,0.000000,0,0.029058,-0.025824,616.818169
NYIS,NY,2020,366,8784,-0.017662,0.024087,-0.088258,-0.079259,0.833333,17099.033469,0.000000,0,0.025107,-0.017958,542.491121
NYIS,NY,2021,365,8760,-0.025128,0.029538,-0.128698,-0.077802,0.863014,17349.229285,0.000000,0,0.027111,-0.023510,588.111260
NYIS,NY,2022,365,8760,-0.023871,0.027206,-0.095567,-0.073718,0.865753,17429.653979,0.000000,0,0.025904,-0.022806,549.349240
NYIS,NY,2023,365,8760,-0.020970,0.025151,-0.101242,-0.074559,0.854795,16786.655884,0.000000,0,0.024137,-0.019378,511.342176
NYIS,NY,2024,364,8733,-0.027287,0.029405,-0.085041,-0.080110,0.917582,17183.848827,0.000000,0,0.027810,-0.024872,597.623224
NYIS,NY,2025,363,8710,-0.024865,0.027493,-0.097259,-0.075224,0.903581,17311.988173,0.000000,0,0.027001,-0.021464,603.165411
NYIS,NY,2026,250,5999,-0.021072,0.026804,-0.108096,-0.078719,0.852000,17658.737710,0.000000,0,0.026489,-0.016415,607.358346
OVEC,MIDA,2015,93,2230,-0.143099,0.153171,-0.409836,-0.398808,0.913978,81.331261,0.000000,1,0.171388,0.074415,16.085380
OVEC,MIDA,2016,239,5722,-0.130578,0.148904,-0.500000,-0.376571,0.887029,77.179060,0.000000,11,0.154294,0.062320,14.416024
OVEC,MIDA,2017,247,5861,-0.003786,0.161881,-0.462185,-0.348062,0.574899,67.873482,0.000000,67,0.257273,0.210271,16.936295
OVEC,MIDA,2018,292,6892,-0.023726,0.162277,-0.432624,-0.362456,0.565068,57.910214,0.000000,115,0.297045,0.236734,17.566208
PACE,NW,2015,155,3703,-0.024340,0.067480,-0.497143,-0.454035,0.593548,-6139.511559,0.000000,14,0.050778,0.003418,414.943108
PACE,NW,2016,297,7105,0.014366,0.059078,-0.500000,-0.379898,0.299663,5287.868903,0.000000,17,0.066946,0.059618,458.522869
PACE,NW,2017,348,8332,0.001873,0.051053,-0.463302,-0.357703,0.416667,5066.119963,0.000000,11,0.041728,0.030623,322.863840
PACE,NW,2018,365,8745,-0.000897,0.052476,-0.492889,-0.356266,0.369863,5553.799872,0.000114,10,0.042585,0.032780,340.224133
PACE,NW,2019,365,8760,0.015606,0.029651,-0.073525,-0.063539,0.345205,5566.290588,0.000000,0,0.038950,0.030849,277.902759
PACE,NW,2020,366,8784,0.048149,0.057791,-0.108504,-0.082598,0.174863,5369.624586,0.000000,0,0.066226,0.063110,430.377425
PACE,NW,2021,365,8759,0.021336,0.047357,-0.434347,-0.136148,0.331507,5649.162704,0.000000,0,0.055418,0.042942,408.450684
PACE,NW,2022,365,8759,0.030523,0.043076,-0.094079,-0.063711,0.265753,5777.364862,0.000000,0,0.062049,0.055669,428.541560
PACE,NW,2023,365,8758,0.015514,0.036912,-0.113084,-0.071972,0.400000,5799.008490,0.000000,1,0.047778,0.035888,355.476609
PACE,NW,2024,366,8784,0.010150,0.035825,-0.106515,-0.084801,0.418033,6007.529904,0.000000,0,0.041045,0.023547,328.260225
PACE,NW,2025,365,8760,0.010594,0.033808,-0.132170,-0.090565,0.367123,6119.277273,0.000000,0,0.041102,0.028874,325.746907
PACE,NW,2026,248,5949,0.008944,0.038597,-0.109182,-0.104119,0.439516,6284.717800,0.000000,2,0.054089,0.038400,478.013678
PACW,NW,2015,127,3038,0.145173,0.165981,-0.215629,-0.131555,0.220472,2106.137467,0.000000,7,0.210995,0.199297,454.585965
PACW,NW,2016,290,6938,0.010133,0.041753,-0.484607,-0.235354,0.420690,4009.618747,0.000000,17,0.037381,0.023388,130.675945
PACW,NW,2017,339,8125,0.031279,0.051591,-0.228163,-0.102289,0.348083,2394.962299,0.000000,11,0.060248,0.048934,185.238338
PACW,NW,2018,363,8702,0.024700,0.044649,-0.233222,-0.109727,0.333333,2355.225318,0.000000,9,0.048222,0.038981,149.487527
PACW,NW,2019,365,8760,0.011737,0.029688,-0.343013,-0.071263,0.361644,2360.818585,0.000000,0,0.031316,0.020613,96.930700
PACW,NW,2020,366,8784,0.014842,0.031479,-0.163315,-0.062611,0.363388,2334.195150,0.000000,0,0.030251,0.019339,96.079831
PACW,NW,2021,365,8759,0.011676,0.030856,-0.246875,-0.080847,0.369863,2455.541099,0.000000,1,0.032819,0.022176,105.948332
PACW,NW,2022,365,8760,0.021762,0.041061,-0.316287,-0.224716,0.249315,2456.659424,0.000000,0,0.046995,0.030933,162.135617
PACW,NW,2023,365,8760,0.017328,0.035185,-0.123406,-0.087056,0.323288,2392.281264,0.000000,0,0.040347,0.029412,121.795264
PACW,NW,2024,366,8784,0.018736,0.033600,-0.132260,-0.055978,0.292350,2422.894607,0.000000,0,0.039749,0.029035,123.963860
PACW,NW,2025,365,8759,0.067975,0.077749,-0.103722,-0.061598,0.224658,2311.410086,0.000000,1,0.113505,0.105022,347.683714
PACW,NW,2026,252,6047,0.003101,0.025883,-0.121083,-0.064910,0.468254,2411.966069,0.000000,0,0.025059,0.007823,80.533566
PGE,NW,2015,109,2617,-0.001366,0.019428,-0.074297,-0.062255,0.532110,2382.669190,0.000000,0,0.018821,-0.003593,57.196605
PGE,NW,2016,366,8781,0.016175,0.028377,-0.081779,-0.063552,0.284153,2303.840456,0.000000,1,0.026282,0.015935,79.272242
PGE,NW,2017,365,8759,0.005507,0.029899,-0.117626,-0.089089,0.416438,2402.980241,0.000000,0,0.024189,0.007775,83.048593
PGE,NW,2018,363,8711,0.000092,0.022903,-0.212121,-0.084195,0.457300,2329.518393,0.000000,1,0.017080,0.004469,61.946513
PGE,NW,2019,364,8733,-0.005299,0.023021,-0.481406,-0.077406,0.587912,2348.318049,0.000000,2,0.019584,0.004349,76.404073
PGE,NW,2020,366,8783,-0.003923,0.024768,-0.312648,-0.074638,0.568306,2346.778517,0.000000,1,0.020023,0.003930,73.612434
PGE,NW,2021,365,8760,0.001653,0.026249,-0.099343,-0.082069,0.531507,2463.310745,0.000000,0,0.020784,0.005514,88.485937
PGE,NW,2022,365,8760,-0.000345,0.021004,-0.075953,-0.066182,0.432877,2549.259502,0.000000,0,0.015338,0.003773,61.537708
PGE,NW,2023,365,8760,-0.003033,0.019518,-0.097387,-0.077479,0.564384,2567.693066,0.000000,0,0.013781,-0.000851,61.951374
PGE,NW,2024,366,8784,-0.002936,0.016504,-0.077185,-0.063248,0.535519,2584.343583,0.000000,0,0.011937,0.000580,50.432091
PGE,NW,2025,365,8760,0.001573,0.017340,-0.078955,-0.057544,0.487671,2682.486947,0.000000,0,0.014253,0.003326,58.509624
PGE,NW,2026,252,6047,-0.003881,0.020062,-0.144090,-0.106331,0.559524,2695.217478,0.000000,0,0.016192,0.003152,68.011371
PJM,MIDA,2015,157,3768,-0.006461,0.019499,-0.065082,-0.063376,0.636943,88085.942410,0.000000,0,0.022927,-0.009914,2582.223352
PJM,MIDA,2016,365,8758,-0.006198,0.020110,-0.239315,-0.059833,0.668493,91925.061540,0.000000,0,0.023552,-0.011299,2808.099954
PJM,MIDA,2017,363,8712,-0.007250,0.018884,-0.090453,-0.054098,0.652893,90003.518710,0.000000,0,0.023400,-0.013047,2621.494968
PJM,MIDA,2018,363,8712,-0.006088,0.019355,-0.084674,-0.063571,0.622590,93830.692837,0.000000,0,0.024133,-0.013078,3049.781708
PJM,MIDA,2019,363,8711,-0.014579,0.023693,-0.314202,-0.068995,0.724518,91457.736111,0.000000,1,0.036409,-0.008096,4189.398301
PJM,MIDA,2020,363,8711,-0.021015,0.028911,-0.493133,-0.262608,0.757576,87742.199444,0.000230,2,0.038850,-0.009255,4811.109218
PJM,MIDA,2021,365,8757,-0.014179,0.022929,-0.107210,-0.066151,0.775342,559615.549856,0.000000,3,0.036216,-0.010951,4150.529777
PJM,MIDA,2022,364,8736,-0.015206,0.023578,-0.086956,-0.072011,0.774725,92483.912431,0.000000,0,0.036442,-0.013378,4191.677695
PJM,MIDA,2023,364,8735,-0.011417,0.020290,-0.070860,-0.058397,0.736264,89637.350668,0.000000,0,0.034503,-0.012113,3913.351871
PJM,MIDA,2024,364,8736,-0.015983,0.021549,-0.076908,-0.065016,0.810440,92860.948603,0.000000,0,0.035636,-0.015460,4167.546013
PJM,MIDA,2025,364,8735,-0.016310,0.023240,-0.089286,-0.068171,0.769231,96299.905508,0.000000,0,0.034372,-0.014574,4142.891787
PJM,MIDA,2026,251,6024,-0.015379,0.025212,-0.074559,-0.067228,0.760956,101401.960657,0.000000,0,0.036655,-0.016346,4591.253842
PNM,SW,2015,184,4416,-0.019979,0.038708,-0.104200,-0.093500,0.717391,1720.391984,0.000000,0,0.035805,-0.015819,74.482166
PNM,SW,2016,366,8784,0.009915,0.022964,-0.249773,-0.074496,0.308743,1640.526867,0.000000,0,0.028911,0.023991,61.224004
PNM,SW,2017,365,8759,0.012367,0.017345,-0.111111,-0.029693,0.180822,1562.307078,0.000000,1,0.024108,0.022285,44.804878
PNM,SW,2018,365,8759,0.009678,0.023310,-0.072097,-0.061096,0.353425,1582.003539,0.000000,1,0.026675,0.018896,55.305744
PNM,SW,2019,365,8760,0.004330,0.022934,-0.086399,-0.061207,0.446575,1595.569863,0.000000,0,0.027671,0.017177,71.760681
PNM,SW,2020,363,8711,0.004719,0.027933,-0.131450,-0.082360,0.438017,1565.176079,0.000000,1,0.033049,0.020567,69.125203
PNM,SW,2021,365,8760,-0.043464,0.050477,-0.354858,-0.274638,0.841096,1598.592694,0.000000,0,0.056018,-0.045884,109.524421
PNM,SW,2022,365,8760,-0.068966,0.069238,-0.166416,-0.160699,0.989041,1651.716553,0.000000,0,0.067862,-0.067074,122.946774
PNM,SW,2023,365,8760,-0.058198,0.058976,-0.165851,-0.133327,0.969863,1668.102968,0.000000,0,0.061527,-0.059905,114.993525
