ba,region,year,days,hours,peak_hour_pct_error_mean,peak_hour_abs_pct_error_mean,worst_under_forecast_pct,p99_under_forecast_pct,under_forecast_day_share,mean_demand_mw,imputed_share,hours_implausible,mape,bias_pct,rmse_mw
PNM,SW,2024,366,8784,-0.059626,0.062895,-0.236381,-0.131949,0.967213,1670.187386,0.000000,0,0.062864,-0.058579,116.433718
PNM,SW,2025,365,8760,-0.059851,0.060896,-0.195230,-0.131207,0.969863,1668.730822,0.000000,0,0.063811,-0.062343,121.720608
PNM,SW,2026,252,6048,-0.057749,0.058927,-0.148328,-0.124387,0.968254,1778.105489,0.000000,0,0.058551,-0.057026,122.406507
PSCO,NW,2015,184,4412,-0.045087,0.051555,-0.236806,-0.182951,0.891304,5089.278405,0.000000,1,0.045180,-0.038410,307.597890
PSCO,NW,2016,366,8780,-0.031863,0.039605,-0.458040,-0.130644,0.816940,4930.776506,0.000000,3,0.036643,-0.020901,256.207286
PSCO,NW,2017,363,8712,-0.026485,0.038103,-0.451823,-0.115842,0.837466,4941.986017,0.000000,0,0.031610,-0.020596,215.779940
PSCO,NW,2018,356,8542,-0.026380,0.039172,-0.285533,-0.125830,0.783708,5046.680427,0.000000,0,0.031227,-0.018476,222.457373
PSCO,NW,2019,333,7990,-0.018897,0.031662,-0.191073,-0.120642,0.735736,5448.535988,0.000000,0,0.030405,-0.018803,219.387168
PSCO,NW,2020,364,8735,-0.013277,0.034502,-0.145203,-0.108216,0.689560,5514.115165,0.000000,1,0.030405,-0.003257,235.299366
PSCO,NW,2021,365,8760,0.004887,0.025802,-0.079909,-0.067835,0.452055,5522.053647,0.000000,0,0.028528,0.012286,200.284734
PSCO,NW,2022,365,8758,-0.004728,0.028329,-0.341454,-0.089782,0.608219,5276.729794,0.000000,0,0.027780,-0.001422,210.216872
PSCO,NW,2023,355,8515,-0.053069,0.060542,-0.228203,-0.208654,0.819718,4941.221948,0.000000,3,0.044934,-0.019716,331.109381
PSCO,NW,2024,366,8780,-0.069888,0.075409,-0.405175,-0.209492,0.912568,5176.375738,0.000000,1,0.059670,-0.047664,400.552615
PSCO,NW,2025,365,8757,-0.091660,0.093347,-0.272903,-0.242212,0.956164,5173.388158,0.000000,0,0.075433,-0.069401,496.272554
PSCO,NW,2026,251,6016,-0.258285,0.258285,-0.408866,-0.391528,1.000000,5547.108003,0.000000,5,0.205837,-0.204375,1384.502984
PSEI,NW,2015,149,3521,-0.349336,0.349336,-0.489974,-0.488644,1.000000,3352.604306,0.000000,55,0.345895,-0.345895,1215.075283
PSEI,NW,2016,127,3010,-0.342232,0.342232,-0.495748,-0.473990,1.000000,3284.348097,0.000000,38,0.345659,-0.345634,1190.605705
PSEI,NW,2017,89,2071,-0.393274,0.393274,-0.487028,-0.481027,1.000000,3378.180836,0.000000,65,0.390347,-0.390347,1370.866640
PSEI,NW,2018,8,180,-0.458996,0.458996,-0.498386,-0.497051,1.000000,3855.817708,0.000000,12,0.442460,-0.442460,1752.394982
PSEI,NW,2019,136,3223,-0.354056,0.354056,-0.498471,-0.494175,1.000000,3302.450368,0.000000,41,0.319908,-0.319908,1182.548704
PSEI,NW,2020,2,48,-0.411284,0.411284,-0.414751,-0.414682,1.000000,2797.583333,0.000000,0,0.363304,-0.363304,1074.570864
PSEI,NW,2021,245,5797,-0.349071,0.349144,-0.499804,-0.499178,0.995918,2706.209096,0.000000,83,0.304875,-0.302400,963.808339
PSEI,NW,2022,197,4669,-0.339190,0.339190,-0.496864,-0.494491,1.000000,2879.220305,0.000000,60,0.297378,-0.292739,1011.851925
PSEI,NW,2023,329,7867,-0.280168,0.281391,-0.497039,-0.476830,0.984802,2882.514141,0.000000,29,0.218695,-0.187565,798.755619
PSEI,NW,2024,329,7857,-0.288863,0.289085,-0.497473,-0.492244,0.996960,2870.565174,0.000000,39,0.221377,-0.211800,785.919332
PSEI,NW,2025,314,7478,-0.317713,0.317733,-0.496217,-0.493936,0.996815,2874.171880,0.000000,58,0.266995,-0.257597,940.760113
PSEI,NW,2026,58,1353,-0.327840,0.327840,-0.493300,-0.482355,1.000000,2596.931753,0.000000,39,0.297732,-0.297334,860.972398
SC,CAR,2015,184,4417,-0.008597,0.032420,-0.316474,-0.127720,0.586957,2978.600897,0.000000,0,0.031185,0.006160,126.693456
SC,CAR,2016,364,8735,-0.005660,0.041774,-0.252082,-0.182178,0.587912,2831.073006,0.000000,0,0.044586,0.017022,171.744964
SC,CAR,2017,296,7099,-0.013990,0.049451,-0.363761,-0.310188,0.570946,2743.560762,0.000000,0,0.046064,0.006010,184.933253
SC,CAR,2018,289,6930,0.012381,0.046807,-0.145088,-0.116232,0.429066,2792.447232,0.000000,5,0.055064,0.025546,208.049320
SC,CAR,2019,363,8697,0.122885,0.124566,-0.141173,-0.015400,0.019284,2454.955793,0.000000,11,0.167376,0.166736,405.478136
SC,CAR,2020,364,8733,0.070522,0.086354,-0.169553,-0.103716,0.239011,2493.432349,0.000000,0,0.112343,0.102266,313.589423
SC,CAR,2021,364,8734,-0.002219,0.026704,-0.111210,-0.071486,0.563187,2840.086403,0.000000,0,0.029662,0.005789,114.489192
SC,CAR,2022,365,8758,-0.003751,0.027208,-0.147505,-0.079193,0.580822,2982.302668,0.000000,0,0.028763,0.007262,117.065391
SC,CAR,2023,365,8760,0.004377,0.026352,-0.100546,-0.079563,0.460274,2978.650531,0.000000,0,0.033550,0.022896,127.973950
SC,CAR,2024,365,8759,0.011920,0.026721,-0.172180,-0.057338,0.369863,3056.301059,0.000000,0,0.038121,0.030435,150.854885
SC,CAR,2025,364,8731,-0.004783,0.026454,-0.094348,-0.080203,0.598901,3147.674738,0.000000,2,0.033756,0.015199,142.642896
SC,CAR,2026,246,5901,-0.011291,0.029454,-0.115392,-0.094015,0.634146,3372.781735,0.000000,1,0.039617,0.016415,181.139502
SCEG,CAR,2015,184,4417,-0.004297,0.029305,-0.095495,-0.076227,0.581522,2781.032065,0.000000,0,0.028944,0.002050,112.924019
SCEG,CAR,2016,366,8784,-0.003048,0.028841,-0.129639,-0.082624,0.527322,2803.477879,0.000000,0,0.029345,0.006187,117.720164
SCEG,CAR,2017,364,8736,-0.001428,0.030206,-0.141379,-0.093702,0.576923,2749.668706,0.000000,0,0.029311,0.006472,114.929512
SCEG,CAR,2018,364,8733,-0.002355,0.029162,-0.138708,-0.098048,0.532967,2840.892041,0.000000,0,0.029501,0.005888,115.229845
SCEG,CAR,2019,364,8736,-0.010721,0.035281,-0.149362,-0.103577,0.648352,2812.481885,0.000000,0,0.045078,-0.015137,177.413710
SCEG,CAR,2020,366,8784,-0.029765,0.043621,-0.215758,-0.151311,0.765027,2736.424654,0.000000,0,0.051026,-0.035717,182.217613
SCEG,CAR,2021,360,8639,-0.030027,0.046193,-0.253584,-0.162401,0.694444,2784.413753,0.000000,0,0.048529,-0.032534,177.129789
SCEG,CAR,2022,365,8760,-0.040354,0.052232,-0.336882,-0.175941,0.780822,2832.341389,0.000000,0,0.052254,-0.036626,196.613344
SCEG,CAR,2023,361,8663,-0.040127,0.045319,-0.214179,-0.181183,0.869806,2722.623284,0.000000,0,0.043088,-0.035907,161.855080
SCEG,CAR,2024,362,8687,-0.039606,0.045414,-0.222295,-0.184923,0.839779,2803.711338,0.000000,0,0.045161,-0.038360,175.937691
SCEG,CAR,2025,348,8349,-0.048311,0.056943,-0.242806,-0.203039,0.833333,2837.485175,0.000000,2,0.048928,-0.037195,190.470694
SCEG,CAR,2026,237,5686,-0.044691,0.049287,-0.225705,-0.195980,0.881857,3052.503570,0.000000,1,0.050542,-0.037448,198.317006
SCL,NW,2015,183,4391,-0.011685,0.022735,-0.093364,-0.078451,0.715847,1101.984517,0.000000,1,0.019018,-0.000422,30.645110
SCL,NW,2016,362,8677,-0.008711,0.020823,-0.131783,-0.065605,0.643646,1099.691611,0.000000,5,0.018611,0.002907,30.467038
SCL,NW,2017,364,8706,-0.007210,0.020765,-0.190065,-0.085208,0.623626,1136.843606,0.000000,11,0.020875,0.006752,35.314666
SCL,NW,2018,364,8729,0.001796,0.021449,-0.177448,-0.063041,0.453297,1094.255071,0.000000,5,0.024483,0.011281,35.749107
SCL,NW,2019,360,8634,0.005281,0.020010,-0.089552,-0.062256,0.369444,1079.073546,0.000000,5,0.023482,0.012435,34.604931
SCL,NW,2020,360,8638,-0.014582,0.031139,-0.133024,-0.110194,0.633333,1038.317708,0.000000,0,0.030221,-0.006132,44.324484
SCL,NW,2021,365,8747,-0.048961,0.050392,-0.189255,-0.121616,0.928767,1077.293265,0.000000,9,0.043740,-0.038839,59.187122
SCL,NW,2022,365,8760,-0.061940,0.064457,-0.158197,-0.136473,0.936986,1107.246415,0.000000,0,0.050747,-0.046707,70.478606
SCL,NW,2023,365,8760,-0.028422,0.040573,-0.164024,-0.111024,0.761644,1087.770150,0.000000,0,0.034216,-0.016425,48.633702
SCL,NW,2024,365,8751,-0.021991,0.033457,-0.127771,-0.100262,0.745205,1073.593176,0.000000,4,0.031009,-0.013201,45.045028
SCL,NW,2025,365,8757,-0.035336,0.041829,-0.239792,-0.111353,0.830137,1075.359777,0.000000,1,0.033787,-0.022136,47.537086
SCL,NW,2026,252,6047,-0.036414,0.041695,-0.211708,-0.135999,0.865079,1067.193682,0.000000,0,0.033050,-0.022944,47.081208
SEC,FLA,2015,177,4244,-0.091674,0.106741,-0.348571,-0.235146,0.915254,147.856638,0.000000,1,0.093687,-0.048236,18.638223
SEC,FLA,2016,342,8162,-0.005905,0.106222,-0.458484,-0.389636,0.532164,142.363060,0.000000,35,0.109530,0.030013,20.136906
SEC,FLA,2017,291,6815,0.090806,0.153843,-0.490446,-0.430860,0.195876,9704.714777,0.000000,103,0.178145,0.154666,34.445866
SEC,FLA,2018,160,3609,-0.344659,0.351145,-0.500000,-0.495065,0.968750,204.834115,0.000000,216,0.265747,-0.074654,69.807708
SEC,FLA,2019,26,583,-0.256096,0.307346,-0.495192,-0.492273,0.807692,174.828526,0.000000,38,0.256213,0.012125,53.951013
SEC,FLA,2020,47,1083,-0.161530,0.347717,-0.498099,-0.498050,0.744681,215.835993,0.000000,35,0.307342,0.023167,133.563556
SEC,FLA,2021,260,6044,-0.131573,0.169465,-0.500000,-0.493316,0.819231,206.949519,0.000000,106,0.116921,-0.033647,36.964160
SEC,FLA,2022,354,8413,-0.119768,0.135244,-0.495601,-0.456853,0.898305,222.320621,0.000000,61,0.096502,-0.034706,30.201386
SEC,FLA,2023,355,8439,-0.124836,0.127715,-0.478947,-0.415810,0.966197,223.000587,0.000000,36,0.091938,-0.072622,29.097185
SEC,FLA,2024,361,8609,-0.098841,0.109937,-0.493810,-0.427872,0.916898,234.524354,0.000000,40,0.095821,-0.056291,30.491073
SEC,FLA,2025,353,8402,-0.074648,0.107713,-0.483791,-0.424330,0.849858,219.128690,0.000000,38,0.094290,-0.015521,32.500515
SEC,FLA,2026,245,5813,-0.150513,0.159054,-0.482688,-0.431121,0.938776,-71287.732897,0.000000,42,0.128709,-0.084836,47.602879
SOCO,SE,2015,152,3648,-0.014364,0.034879,-0.220903,-0.099095,0.684211,26165.861842,0.000000,0,0.038445,-0.020356,1235.289150
SOCO,SE,2016,353,8471,-0.001128,0.037192,-0.265991,-0.096777,0.566572,27093.595476,0.000000,0,0.040385,-0.012817,1345.173350
SOCO,SE,2017,346,8303,-0.020801,0.029888,-0.115838,-0.080467,0.829480,26607.660007,0.000000,0,0.038750,-0.029438,1190.777204
SOCO,SE,2018,257,6164,-0.020184,0.032391,-0.296600,-0.085952,0.801556,26229.467215,0.000000,1,0.035204,-0.020398,1163.876985
SOCO,SE,2019,364,8733,-0.021618,0.028701,-0.375839,-0.088323,0.818681,27236.485453,0.000000,1,0.038434,-0.030376,1215.565084
SOCO,SE,2020,366,8784,-0.023121,0.028300,-0.104618,-0.079512,0.852459,25893.777366,0.000000,0,0.037837,-0.032197,1116.375722
SOCO,SE,2021,365,8759,-0.017865,0.022442,-0.089371,-0.071180,0.830137,26595.753741,0.000000,0,0.030018,-0.024840,953.977571
SOCO,SE,2022,365,8759,-0.003952,0.013744,-0.063532,-0.044325,0.630137,27502.721867,0.000000,0,0.020852,-0.013345,702.594808
SOCO,SE,2023,365,8759,-0.003487,0.011120,-0.105053,-0.047564,0.723288,26195.074264,0.000000,0,0.020284,-0.013846,680.464685
SOCO,SE,2024,366,8783,-0.006458,0.007952,-0.024547,-0.019669,0.912568,27252.270115,0.000000,0,0.018931,-0.017213,611.500268
SOCO,SE,2025,365,8756,-0.009705,0.011392,-0.040296,-0.032332,0.923288,27571.972563,0.000000,3,0.012162,-0.009536,473.777435
SOCO,SE,2026,252,6046,-0.010175,0.013443,-0.028827,-0.023700,0.964286,29063.871147,0.000000,1,0.013089,-0.010416,541.496574
SPA,CENT,2015,184,4387,-0.109628,0.143903,-0.487500,-0.464212,0.782609,74.457944,0.000000,30,0.116191,0.022753,12.215171
SPA,CENT,2016,366,8762,-0.080258,0.111490,-0.500000,-0.429701,0.751366,72.506419,0.000000,22,0.112535,0.039858,10.188533
SPA,CENT,2017,364,8731,-0.074866,0.108346,-0.449664,-0.336235,0.728022,71.079967,0.000000,5,0.117108,0.036346,10.209965
SPA,CENT,2018,365,8754,-0.059569,0.104192,-0.453947,-0.330824,0.679452,73.021643,0.000000,6,0.120169,0.055550,10.829040
SPA,CENT,2019,348,8344,-0.075711,0.105858,-0.494253,-0.311685,0.752874,74.813341,0.000000,4,0.111136,0.024180,10.345830
SPA,CENT,2020,353,8468,-0.051276,0.106625,-0.380531,-0.338870,0.654391,67.880591,0.000000,3,0.139799,0.073423,11.343553
SPA,CENT,2021,364,8720,-0.039685,0.111871,-0.445205,-0.361977,0.587912,65.553142,0.000000,16,0.146554,0.096099,11.523197
SPA,CENT,2022,357,8545,-0.045095,0.115936,-0.466667,-0.399759,0.593838,-165.902448,0.000000,19,0.166794,0.116129,12.791651
SPA,CENT,2023,215,5143,-0.036714,0.118434,-0.344444,-0.336787,0.604651,64.512074,0.000000,15,0.155477,0.103917,12.003022
SPA,CENT,2024,17,369,0.109082,0.150426,-0.179487,-0.163742,0.235294,28.463235,0.000000,39,0.494542,0.488332,15.174147
SPA,CENT,2025,99,2224,-0.196613,0.241186,-0.500000,-0.500000,0.787879,22.678030,0.000000,145,0.277039,0.135666,7.431673
SPA,CENT,2026,36,736,-0.170433,0.188197,-0.450000,-0.445064,0.861111,26.589120,0.000000,34,0.253290,0.088142,7.358170
SRP,SW,2015,137,3280,-0.024399,0.066403,-0.497844,-0.397905,0.620438,3330.215024,0.000000,8,0.055437,-0.000603,275.733444
SRP,SW,2016,365,8750,-0.008087,0.056533,-0.489610,-0.306368,0.547945,3356.425000,0.000000,8,0.050819,0.008087,261.569007
SRP,SW,2017,363,8709,0.002074,0.049250,-0.203330,-0.157425,0.493113,3398.643136,0.000000,2,0.050663,0.012013,247.829319
SRP,SW,2018,332,7968,0.001303,0.050590,-0.272801,-0.218052,0.500000,3376.504895,0.000000,0,0.047686,0.013675,249.461672
SRP,SW,2019,329,7895,-0.003814,0.028934,-0.400150,-0.181705,0.489362,3527.752026,0.000000,1,0.026049,0.006096,141.519901
SRP,SW,2020,362,8687,-0.010091,0.026875,-0.096131,-0.080586,0.726519,3654.328729,0.000000,0,0.023215,-0.003372,125.249695
SRP,SW,2021,364,8735,-0.011899,0.021547,-0.142901,-0.068712,0.739011,3628.453177,0.000000,0,0.020781,-0.002031,110.190047
SRP,SW,2022,174,4172,-0.013202,0.022602,-0.098733,-0.069313,0.695402,3412.327899,0.000000,3,0.020863,-0.001479,120.261953
SRP,SW,2023,348,8340,-0.023545,0.035439,-0.298440,-0.235059,0.747126,3953.659243,0.000000,12,0.025446,-0.008940,175.939568
SRP,SW,2024,362,8688,-0.025824,0.034065,-0.134301,-0.102729,0.803867,4075.618554,0.000000,0,0.031313,-0.019450,182.421783
SRP,SW,2025,365,8756,-0.034926,0.043836,-0.156095,-0.134552,0.860274,4157.053559,0.000000,1,0.039078,-0.024329,214.462539
SRP,SW,2026,250,5994,0.038711,0.071503,-0.137423,-0.094847,0.440000,4364.725667,0.000000,6,0.108485,0.082445,573.521494
SWPP,CENT,2015,183,4393,-0.003268,0.030428,-0.164758,-0.112789,0.530055,28830.375829,0.000000,0,0.029120,-0.000992,1230.269521
SWPP,CENT,2016,358,8592,0.000493,0.026435,-0.088459,-0.076113,0.516760,29261.863695,0.000000,0,0.025841,0.001825,1145.790914
SWPP,CENT,2017,360,8640,0.018999,0.037705,-0.169557,-0.093261,0.330556,29333.830744,0.000000,0,0.033795,0.020185,1310.836629
SWPP,CENT,2018,259,6216,0.018920,0.030972,-0.088185,-0.061896,0.297297,29225.493950,0.000000,0,0.033480,0.024762,1296.969909
SWPP,CENT,2019,363,8712,0.018480,0.035510,-0.126302,-0.122428,0.303030,30781.884801,0.000000,0,0.038901,0.028804,1629.645053
SWPP,CENT,2020,365,8760,0.033787,0.038784,-0.065256,-0.032958,0.161644,29842.792898,0.000000,0,0.041147,0.037239,1514.600811
SWPP,CENT,2021,364,8736,0.030484,0.035884,-0.199763,-0.036240,0.140110,30546.637285,0.000000,0,0.040233,0.034994,1862.003374
SWPP,CENT,2022,365,8760,0.022407,0.033991,-0.145297,-0.066240,0.230137,32248.704235,0.000000,0,0.037210,0.028738,1441.851097
SWPP,CENT,2023,365,8759,0.010831,0.027787,-0.092973,-0.066952,0.356164,32442.179523,0.000000,1,0.029663,0.018019,1233.911950
SWPP,CENT,2024,366,8783,-0.016248,0.025787,-0.171021,-0.110608,0.732240,33019.898228,0.000000,0,0.023222,-0.006063,1188.263997
SWPP,CENT,2025,364,8735,0.048411,0.071672,-0.164942,-0.136743,0.332418,34170.510122,0.000000,1,0.077064,0.062961,3314.177732
SWPP,CENT,2026,231,5543,0.086492,0.093973,-0.134737,-0.055587,0.125541,35870.226912,0.000000,0,0.106289,0.101378,4326.459725
SWPW,NW,2026,144,3455,0.003591,0.057800,-0.183399,-0.156318,0.590278,3107.226449,0.000000,0,0.075112,0.029745,335.339312
TAL,FLA,2015,184,4417,-0.033634,0.044367,-0.127098,-0.116049,0.760870,321.940879,0.000000,0,0.031746,-0.012240,16.862204
TAL,FLA,2016,364,8735,-0.039516,0.049371,-0.264815,-0.154293,0.829670,318.063337,0.000000,1,0.035765,-0.019159,17.951400
TAL,FLA,2017,365,8760,-0.052774,0.060770,-0.356540,-0.204193,0.887671,317.416995,0.000000,0,0.041577,-0.025500,20.497255
TAL,FLA,2018,362,8687,-0.047543,0.056056,-0.335430,-0.220626,0.831492,322.593696,0.000000,1,0.038201,-0.023275,19.892190
TAL,FLA,2019,365,8760,-0.044007,0.048532,-0.190377,-0.152072,0.873973,326.547163,0.000000,0,0.032392,-0.022384,16.784907
TAL,FLA,2020,336,8064,-0.017100,0.017389,-0.104918,-0.094777,0.997024,311.049664,0.000000,0,0.014824,-0.014491,7.269183
TAL,FLA,2021,365,8759,-0.031375,0.037022,-0.174520,-0.139500,0.835616,311.376540,0.000000,1,0.025916,-0.013990,13.979533
TAL,FLA,2022,365,8760,-0.043853,0.052911,-0.191710,-0.147760,0.843836,317.706842,0.000000,0,0.036386,-0.019972,17.855905
TAL,FLA,2023,365,8760,-0.038396,0.048794,-0.198718,-0.162157,0.805479,315.503081,0.000000,0,0.035206,-0.016809,18.246354
TAL,FLA,2024,365,8760,-0.033646,0.052385,-0.327456,-0.186173,0.791781,325.399759,0.000000,0,0.042400,-0.012082,21.292060
TAL,FLA,2025,365,8759,-0.044605,0.059757,-0.218631,-0.202000,0.810959,329.746203,0.000000,0,0.041594,-0.019076,21.322595
TAL,FLA,2026,252,6046,-0.039559,0.056891,-0.223881,-0.188894,0.722222,344.651620,0.000000,0,0.044940,-0.010424,23.215216
TEC,FLA,2015,182,4368,-0.007160,0.051550,-0.303540,-0.179503,0.598901,2520.023810,0.000000,0,0.050915,0.002753,189.830387
TEC,FLA,2016,366,8784,-0.006941,0.041255,-0.212463,-0.108015,0.595628,2455.260215,0.000000,0,0.042799,0.001779,152.515989
TEC,FLA,2017,365,8760,0.000798,0.046842,-0.205245,-0.136755,0.509589,2473.234505,0.000000,0,0.048017,0.008577,180.652221
TEC,FLA,2018,365,8759,-0.009237,0.044805,-0.153617,-0.133752,0.605479,2480.369185,0.000000,0,0.047492,0.007822,167.133952
TEC,FLA,2019,365,8759,-0.016033,0.038195,-0.132959,-0.125609,0.654795,2459.628103,0.000000,0,0.040525,0.004298,142.411775
TEC,FLA,2020,363,8711,0.003135,0.042808,-0.166941,-0.126562,0.517906,2471.417228,0.000000,0,0.049896,0.022087,174.535251
TEC,FLA,2021,363,8712,0.001797,0.039774,-0.144853,-0.111190,0.534435,2475.551685,0.000000,0,0.044356,0.017281,161.224548
TEC,FLA,2022,364,8732,0.005751,0.039726,-0.163196,-0.114349,0.472527,2534.319554,0.000000,4,0.049845,0.022949,180.811676
TEC,FLA,2023,364,8736,0.002723,0.035915,-0.139719,-0.113430,0.486264,2552.902115,0.000000,0,0.043706,0.017234,164.486842
TEC,FLA,2024,365,8756,-0.006378,0.042352,-0.214536,-0.176051,0.569863,2548.549884,0.000000,3,0.047566,0.009123,168.345404
TEC,FLA,2025,365,8758,0.007144,0.038106,-0.142475,-0.105164,0.441096,2554.077675,0.000000,0,0.045327,0.019026,166.193651
TEC,FLA,2026,252,6047,-0.013547,0.034344,-0.168821,-0.116594,0.666667,2675.694790,0.000000,0,0.039549,0.006045,154.411866
TEPC,SW,2015,177,4248,-0.029111,0.093752,-0.376675,-0.272073,0.564972,1777.331215,0.000000,0,0.094668,0.003303,216.602032
TEPC,SW,2016,340,8154,-0.024511,0.104360,-0.496139,-0.379503,0.614706,1682.688725,0.000000,6,0.107738,0.006158,276.178640
TEPC,SW,2017,365,8760,-0.013229,0.089792,-0.446203,-0.309998,0.526027,1683.140639,0.000000,0,0.071839,0.002644,199.333385
TEPC,SW,2018,308,7353,-0.019223,0.147161,-0.455856,-0.394115,0.600649,1573.415314,0.000000,39,0.172501,0.071813,343.320652
TEPC,SW,2019,337,8018,-0.094564,0.193392,-0.491441,-0.479350,0.688427,1482.421489,0.000000,70,0.226491,0.099282,374.693883
TEPC,SW,2020,360,8614,-0.168855,0.189909,-0.399947,-0.379243,0.880556,1602.486290,0.000000,22,0.177764,-0.056010,387.455803
TEPC,SW,2021,194,4614,-0.134684,0.250082,-0.499176,-0.496461,0.659794,1268.664948,0.000000,42,0.225359,0.018325,369.465145
TEPC,SW,2022,365,8755,0.056415,0.084056,-0.328906,-0.106657,0.306849,1516.698744,0.000000,5,0.132040,0.116459,236.744641
TEPC,SW,2023,361,8654,0.020612,0.059602,-0.147177,-0.118330,0.445983,1620.478647,0.000000,0,0.079234,0.055450,166.858105
TEPC,SW,2024,363,8710,-0.016720,0.030293,-0.148373,-0.086488,0.741047,1652.544766,0.000000,1,0.028784,0.002982,74.999790
TEPC,SW,2025,365,8760,-0.012097,0.024311,-0.108977,-0.095721,0.673973,1652.566667,0.000000,0,0.025106,0.001084,58.226054
TEPC,SW,2026,250,6000,-0.013239,0.029060,-0.158853,-0.111527,0.668000,1777.672500,0.000000,0,0.029746,0.002905,80.606155
TIDC,CAL,2015,183,4392,0.020341,0.040009,-0.092754,-0.087489,0.349727,317.451047,0.000000,0,0.032116,0.014725,18.310791
TIDC,CAL,2016,361,8656,0.000347,0.028243,-0.441584,-0.092081,0.454294,297.637987,0.000000,2,0.027329,0.002440,12.019792
TIDC,CAL,2017,363,8707,-0.000939,0.027458,-0.106599,-0.077004,0.515152,308.191637,0.000000,1,0.027729,0.000243,13.386507
TIDC,CAL,2018,358,8581,-0.001624,0.027600,-0.160221,-0.122291,0.469274,307.679309,0.000000,0,0.028233,0.001282,12.323571
TIDC,CAL,2019,357,8560,0.004585,0.026270,-0.097691,-0.073447,0.462185,309.160789,0.000000,0,0.026226,0.006563,11.793284
TIDC,CAL,2020,363,8705,0.006023,0.035834,-0.155224,-0.107982,0.484848,322.623939,0.000000,1,0.034547,0.010814,17.775022
TIDC,CAL,2021,358,8583,-0.007892,0.041429,-0.144628,-0.125000,0.561453,335.116051,0.000000,0,0.038912,-0.001520,18.975210
TIDC,CAL,2022,365,8744,0.001265,0.033394,-0.203237,-0.129730,0.476712,336.966697,0.000000,0,0.032596,0.008073,16.403475
TIDC,CAL,2023,365,8760,0.009953,0.034198,-0.149746,-0.088964,0.408219,322.452208,0.000000,0,0.038364,0.018248,16.500519
TIDC,CAL,2024,365,8759,-0.003810,0.031149,-0.141141,-0.108812,0.553425,335.319448,0.000000,0,0.031505,0.000880,15.511005
TIDC,CAL,2025,364,8735,-0.011507,0.028369,-0.128898,-0.093847,0.620879,325.159206,0.000000,0,0.030622,-0.000174,13.356025
TIDC,CAL,2026,251,6012,-0.006140,0.033210,-0.147692,-0.123667,0.581673,336.107923,0.000000,0,0.031770,0.000152,15.573528
TPWR,NW,2015,184,4417,0.000562,0.029506,-0.093596,-0.083917,0.440217,548.452899,0.000000,0,0.030120,0.010131,22.526406
TPWR,NW,2016,366,8784,-0.003957,0.025989,-0.138122,-0.070659,0.557377,547.850502,0.000000,0,0.027285,0.011493,20.841897
TPWR,NW,2017,365,8760,-0.004937,0.025810,-0.105063,-0.089701,0.547945,571.037130,0.000000,0,0.027021,0.009236,21.806004
TPWR,NW,2018,364,8736,-0.003707,0.022937,-0.114178,-0.068324,0.546703,554.550360,0.000000,0,0.027395,0.012334,21.554965
TPWR,NW,2019,365,8759,-0.000598,0.022932,-0.134959,-0.081220,0.490411,553.396929,0.000000,1,0.028759,0.016685,24.409819
TPWR,NW,2020,366,8783,-0.000292,0.024497,-0.121641,-0.071116,0.513661,546.623022,0.000000,1,0.027425,0.013774,20.025974
TPWR,NW,2021,364,8735,-0.000849,0.024174,-0.104651,-0.067077,0.527473,560.261645,0.000000,1,0.028662,0.015571,23.087294
TPWR,NW,2022,365,8760,0.004964,0.022805,-0.130094,-0.060795,0.397260,566.686882,0.000000,0,0.027981,0.018514,21.603922
TPWR,NW,2023,365,8760,0.004554,0.024994,-0.063253,-0.058100,0.471233,547.531340,0.000000,0,0.027573,0.016629,20.170744
TPWR,NW,2024,366,8784,0.000222,0.020902,-0.103672,-0.072198,0.442623,518.846761,0.000000,0,0.022411,0.012196,15.680885
TPWR,NW,2025,365,8760,0.002120,0.020759,-0.250000,-0.073629,0.438356,518.254009,0.000000,0,0.022400,0.012440,15.978842
TPWR,NW,2026,252,6047,0.000945,0.019993,-0.087719,-0.062529,0.452381,505.817309,0.000000,0,0.022778,0.014307,14.877583
TVA,TEN,2015,182,4368,0.002674,0.023613,-0.113165,-0.053098,0.521978,17581.344322,0.000000,0,0.020611,0.007722,541.109946
TVA,TEN,2016,365,8757,0.000801,0.022821,-0.075415,-0.067505,0.512329,18292.956928,0.000000,3,0.021339,0.006174,573.785260
TVA,TEN,2017,354,8496,-0.002375,0.022244,-0.293424,-0.084974,0.548023,5968.250061,0.000000,0,0.020498,0.004858,543.597547
TVA,TEN,2018,346,8303,-0.001422,0.023537,-0.076433,-0.070835,0.554913,18567.062139,0.000000,0,0.021421,0.005120,559.030525
TVA,TEN,2019,364,8733,-0.001141,0.022278,-0.101205,-0.070271,0.535714,18203.171829,0.000000,1,0.022844,0.005376,572.223160
TVA,TEN,2020,365,8759,-0.005673,0.025530,-0.130783,-0.073137,0.594521,17458.885050,0.000000,2,0.022824,0.000967,563.804686
TVA,TEN,2021,365,8758,-0.001767,0.022678,-0.169295,-0.059009,0.578082,17104.127219,0.000000,1,0.020537,0.002442,537.208526
TVA,TEN,2022,364,8736,-0.001284,0.024716,-0.112361,-0.079093,0.521978,18904.233494,0.000000,0,0.023712,0.005627,629.240868
